id;companyId;containerId;createdAt;customer;displayId;engineId;engineName;engineType;extraInfo;integrated;integrationId;isTest;orderTiming;orderType;salesChannel;scheduledAt;status;preparationTime;takeOutTimeInSeconds;totalAmount;updatedAt;version
2039;1;;10/07/2024 18:19;1004;000039;765411;DirectOrder;APP;;False;3803;False;NOW;DELIVERY;IFOOD;;DELIVERED;28;722;82.27;19/07/2024 14:57;v2.1.4
2040;1;;19/06/2025 06:15;1469;000040;765411;IfoodBridge;POS;;True;3803;False;NOW;DELIVERY;IFOOD;;CANCELLED;36;2017;125.46;27/06/2025 21:22;v3.0.3
2041;1;;25/03/2024 02:15;1082;000041;765411;IfoodBridge;APP;;True;3803;False;NOW;DELIVERY;99FOOD;;PREPARING;14;1055;168.5;29/03/2024 14:16;v3.9.1
2042;1;;29/09/2025 00:47;1578;000042;765411;KDSPro;POS;;True;3803;False;NOW;INDOOR;DELIVERYVIP;;CANCELLED;17;1294;59.58;02/10/2025 14:22;v3.1.3
2043;1;;13/01/2026 00:43;1763;000043;765411;CannoliEngine;WEB;;True;3803;False;SCHEDULED;DELIVERY;WHATSAPP;15/01/2026 06:43;DISPATCHED;17;238;190.09;18/01/2026 20:41;v2.0.7
2044;1;;05/06/2025 22:52;1210;000044;765411;KDSPro;WEB;;True;3803;False;NOW;DELIVERY;WHATSAPP;;DISPATCHED;18;1033;113.1;18/06/2025 04:42;v2.5.0
2045;1;;25/08/2024 17:56;1941;000045;765411;KDSPro;APP;;True;3803;False;NOW;TAKEOUT;EPADOCA;;CREATED;31;1326;59.7;05/09/2024 11:32;v1.9.6
2046;1;;11/03/2025 23:03;1771;000046;765411;IfoodBridge;WEB;;True;3803;False;NOW;INDOOR;EPADOCA;;DISPATCHED;30;2177;40.46;21/03/2025 12:12;v1.2.2
2047;1;;06/06/2024 01:04;1807;000047;765411;DirectOrder;APP;;True;3803;False;NOW;DELIVERY;ANOTAAI;;CREATED;7;585;60.68;18/06/2024 11:51;v2.7.6
2048;1;;24/10/2025 06:03;1728;000048;765411;DirectOrder;POS;;True;3803;False;NOW;INDOOR;EPADOCA;;CREATED;7;1666;47.56;02/11/2025 11:35;v3.3.2
2049;1;;13/01/2024 00:07;1916;000049;765411;CannoliEngine;POS;;True;3803;False;NOW;INDOOR;ANOTAAI;;DISPATCHED;16;1398;64.47;24/01/2024 08:55;v1.3.7
2050;1;;31/05/2024 12:10;1276;000050;765411;KDSPro;APP;;True;3803;False;NOW;DELIVERY;SITE;;CANCELLED;17;1320;114.67;03/06/2024 09:14;v3.1.0
2051;1;;02/03/2024 17:10;1194;000051;765411;IfoodBridge;WEB;;True;3803;False;SCHEDULED;DELIVERY;IFOOD;03/03/2024 15:10;DELIVERED;10;1909;80.09;13/03/2024 10:01;v3.9.9
2052;1;;02/04/2024 02:18;1709;000052;765411;CannoliEngine;APP;;True;3803;False;NOW;DELIVERY;DELIVERYVIP;;CREATED;29;1221;149.1;03/04/2024 00:09;v1.3.7
2053;1;;23/02/2024 00:28;1401;000053;765411;DirectOrder;POS;;True;3803;False;NOW;INDOOR;DELIVERYVIP;;DELIVERED;16;1169;21.33;25/02/2024 00:32;v3.4.6
2054;1;;08/03/2025 01:13;1267;000054;765411;IfoodBridge;WEB;;False;3803;False;NOW;INDOOR;99FOOD;;PREPARING;9;1285;41.05;18/03/2025 15:23;v3.0.5
2055;1;;14/09/2025 11:32;1019;000055;765411;DirectOrder;APP;;True;3803;False;NOW;INDOOR;DELIVERYVIP;;CANCELLED;28;1975;26.96;18/09/2025 13:03;v3.2.8
2056;1;;30/01/2026 07:59;1946;000056;765411;DirectOrder;POS;;True;3803;False;NOW;DELIVERY;SITE;;CANCELLED;29;1213;70.04;06/02/2026 16:38;v1.1.4
2057;1;;16/08/2024 10:12;1383;000057;765411;KDSPro;APP;;True;3803;False;NOW;INDOOR;SITE;;CANCELLED;26;1380;63.88;22/08/2024 01:43;v1.8.9
2058;1;;05/10/2024 06:24;1643;000058;765411;IfoodBridge;POS;;True;3803;False;NOW;INDOOR;ANOTAAI;;CREATED;8;2740;24.44;13/10/2024 13:01;v1.9.0
2059;1;;30/08/2025 11:12;1634;000059;765411;IfoodBridge;APP;;True;3803;True;NOW;TAKEOUT;IFOOD;;DELIVERED;18;1879;89.3;03/09/2025 22:16;v1.8.4
2060;1;;08/01/2025 17:28;1917;000060;765411;KDSPro;POS;;True;3803;False;NOW;TAKEOUT;SITE;;DISPATCHED;17;1054;108.82;13/01/2025 18:35;v1.6.5
2061;1;;11/02/2025 22:09;1095;000061;765411;IfoodBridge;WEB;;True;3803;False;NOW;DELIVERY;SITE;;DELIVERED;17;1116;154.83;20/02/2025 09:46;v2.6.2
2062;1;;31/12/2024 08:34;1187;000062;765411;IfoodBridge;WEB;;True;3803;False;SCHEDULED;DELIVERY;SITE;31/12/2024 10:34;CREATED;21;822;125.95;12/01/2025 15:41;v1.2.7
2063;1;;11/01/2026 03:02;1759;000063;765411;CannoliEngine;APP;;True;3803;False;NOW;DELIVERY;EPADOCA;;DISPATCHED;21;614;136.59;19/01/2026 15:28;v2.6.4
2064;1;;22/11/2024 02:24;1523;000064;765411;KDSPro;POS;;True;3803;False;NOW;INDOOR;IFOOD;;PREPARING;29;1014;49.64;05/12/2024 09:16;v3.3.1
2065;1;;02/11/2025 05:56;1192;000065;765411;IfoodBridge;POS;;True;3803;False;NOW;DELIVERY;EPADOCA;;DELIVERED;33;510;171.96;08/11/2025 02:03;v1.3.4
2066;1;;31/01/2025 13:03;1912;000066;765411;KDSPro;POS;;True;3803;False;NOW;DELIVERY;ANOTAAI;;CREATED;28;252;70.25;03/02/2025 09:31;v2.3.4
2067;1;;04/06/2025 03:14;1782;000067;765411;DirectOrder;WEB;;True;3803;False;NOW;DELIVERY;WHATSAPP;;DISPATCHED;29;1015;132.68;07/06/2025 17:00;v2.9.7
2068;1;;21/12/2025 11:30;1246;000068;765411;KDSPro;POS;;False;3803;False;NOW;DELIVERY;99FOOD;;PREPARING;23;1168;181.11;31/12/2025 23:12;v1.7.5
2069;1;;08/07/2025 05:38;1320;000069;765411;KDSPro;APP;;True;3803;False;SCHEDULED;DELIVERY;ANOTAAI;10/07/2025 10:38;DELIVERED;22;701;165.05;19/07/2025 07:15;v2.3.7
2070;1;;20/12/2025 03:17;1355;000070;765411;IfoodBridge;APP;;False;3803;False;SCHEDULED;TAKEOUT;EPADOCA;23/12/2025 03:17;PREPARING;26;1145;69.92;22/12/2025 12:28;v1.1.4
2071;1;;27/07/2025 16:23;1190;000071;765411;DirectOrder;POS;;True;3803;False;NOW;DELIVERY;EPADOCA;;CANCELLED;29;702;138.12;30/07/2025 08:38;v3.1.9
2072;1;;31/07/2025 01:09;1931;000072;765411;CannoliEngine;APP;;True;3803;False;NOW;INDOOR;DELIVERYVIP;;PREPARING;26;1028;78.86;31/07/2025 11:20;v1.3.6
2073;1;;05/12/2023 21:43;1478;000073;765411;CannoliEngine;WEB;;True;3803;False;NOW;INDOOR;99FOOD;;CREATED;19;384;51.16;15/12/2023 06:07;v3.1.8
2074;1;;10/12/2025 23:55;1447;000074;765411;DirectOrder;APP;;True;3803;False;NOW;DELIVERY;ANOTAAI;;PREPARING;15;2078;164.42;12/12/2025 11:23;v2.8.7
2075;1;;01/10/2025 12:56;1938;000075;765411;KDSPro;POS;;False;3803;False;NOW;DELIVERY;ANOTAAI;;DELIVERED;7;1345;169.76;07/10/2025 23:27;v2.8.8
2076;1;;01/05/2025 20:25;1460;000076;765411;CannoliEngine;WEB;;False;3803;False;NOW;INDOOR;ANOTAAI;;CREATED;35;1585;43.63;07/05/2025 13:12;v2.7.9
2077;1;;25/07/2024 15:48;1943;000077;765411;IfoodBridge;WEB;;True;3803;False;SCHEDULED;INDOOR;IFOOD;26/07/2024 00:48;DELIVERED;30;2243;78.75;02/08/2024 18:52;v2.1.5
2078;1;;14/10/2025 20:57;1594;000078;765411;DirectOrder;POS;;True;3803;False;SCHEDULED;DELIVERY;IFOOD;15/10/2025 05:57;PREPARING;22;2221;157.74;26/10/2025 05:10;v1.5.0
2079;1;;28/11/2025 05:19;1170;000079;765411;KDSPro;WEB;;True;3803;False;SCHEDULED;TAKEOUT;IFOOD;29/11/2025 06:19;PREPARING;22;2142;31.08;10/12/2025 04:13;v3.5.4
2080;1;;08/10/2025 12:14;1494;000080;765411;CannoliEngine;APP;;True;3803;False;NOW;INDOOR;ANOTAAI;;DISPATCHED;28;1995;34.86;13/10/2025 06:36;v3.1.1
2081;1;;13/07/2024 07:09;1825;000081;765411;KDSPro;WEB;;True;3803;False;NOW;INDOOR;WHATSAPP;;DELIVERED;15;926;19.24;24/07/2024 23:15;v2.6.0
2082;1;;05/02/2024 00:56;1006;000082;765411;DirectOrder;POS;;True;3803;False;NOW;DELIVERY;DELIVERYVIP;;DELIVERED;27;1176;82.43;05/02/2024 20:11;v3.3.3
2083;1;;20/01/2025 08:01;1729;000083;765411;DirectOrder;POS;;True;3803;False;NOW;INDOOR;WHATSAPP;;DISPATCHED;26;60;55.53;02/02/2025 19:22;v3.3.1
2084;1;;08/11/2023 07:54;1221;000084;765411;KDSPro;APP;;True;3803;False;NOW;DELIVERY;99FOOD;;DISPATCHED;20;1827;159.29;12/11/2023 10:05;v2.0.9
2085;1;;29/03/2025 10:15;1608;000085;765411;KDSPro;APP;;True;3803;False;NOW;DELIVERY;WHATSAPP;;CANCELLED;23;1619;102.18;02/04/2025 22:09;v1.3.2
2086;1;;17/08/2025 08:02;1178;000086;765411;KDSPro;POS;;True;3803;False;NOW;TAKEOUT;EPADOCA;;DISPATCHED;13;1197;78.98;23/08/2025 12:47;v1.9.2
2087;1;;17/03/2024 08:05;1060;000087;765411;CannoliEngine;POS;;True;3803;False;NOW;INDOOR;WHATSAPP;;DELIVERED;17;1278;62.82;25/03/2024 09:33;v3.4.2
2088;1;;25/07/2024 13:35;1886;000088;765411;KDSPro;APP;;True;3803;False;NOW;DELIVERY;DELIVERYVIP;;DISPATCHED;3;697;187.36;02/08/2024 20:02;v2.2.2
2089;1;;01/12/2023 11:47;1076;000089;765411;IfoodBridge;POS;;False;3803;False;NOW;INDOOR;IFOOD;;CREATED;27;2248;80.81;10/12/2023 07:20;v2.8.1
2090;1;;09/09/2025 06:42;1434;000090;765411;IfoodBridge;POS;;False;3803;False;NOW;DELIVERY;IFOOD;;DISPATCHED;16;2574;115.97;14/09/2025 01:59;v3.1.8
2091;1;;22/03/2024 03:49;1093;000091;765411;IfoodBridge;APP;;True;3803;False;SCHEDULED;DELIVERY;DELIVERYVIP;23/03/2024 06:49;PREPARING;18;1679;142.89;26/03/2024 02:46;v1.4.9
2092;1;;14/11/2023 21:15;1051;000092;765411;IfoodBridge;POS;;True;3803;False;SCHEDULED;INDOOR;99FOOD;17/11/2023 14:15;PREPARING;25;1111;22.85;22/11/2023 13:24;v3.8.5
2093;1;;03/01/2025 10:31;2000;000093;765411;KDSPro;APP;;True;3803;False;NOW;TAKEOUT;EPADOCA;;DISPATCHED;15;1638;39.21;16/01/2025 19:29;v1.9.4
2094;1;;26/06/2025 02:37;1657;000094;765411;IfoodBridge;APP;;True;3803;False;NOW;DELIVERY;IFOOD;;CREATED;27;1347;62.0;08/07/2025 13:05;v1.5.5
2095;1;;08/08/2025 08:17;1335;000095;765411;DirectOrder;POS;;True;3803;False;SCHEDULED;DELIVERY;WHATSAPP;11/08/2025 04:17;CANCELLED;11;1455;93.2;13/08/2025 18:39;v2.0.1
2096;1;;11/09/2024 13:22;1083;000096;765411;IfoodBridge;APP;;True;3803;False;NOW;TAKEOUT;WHATSAPP;;CREATED;25;821;113.41;13/09/2024 12:34;v2.3.8
2097;1;;19/03/2024 21:56;1943;000097;765411;DirectOrder;APP;;True;3803;False;NOW;DELIVERY;DELIVERYVIP;;DELIVERED;18;1889;143.73;27/03/2024 22:32;v2.2.1
2098;1;;02/09/2024 03:01;1486;000098;765411;CannoliEngine;WEB;;True;3803;False;SCHEDULED;TAKEOUT;IFOOD;03/09/2024 16:01;DISPATCHED;19;1749;59.55;04/09/2024 02:41;v2.8.6
2099;1;;23/06/2024 16:47;1976;000099;765411;CannoliEngine;APP;;False;3803;False;NOW;INDOOR;DELIVERYVIP;;DISPATCHED;6;1413;31.77;28/06/2024 20:06;v2.5.4
2100;1;;30/12/2024 23:44;1369;000100;765411;KDSPro;POS;;True;3803;False;NOW;TAKEOUT;WHATSAPP;;DELIVERED;30;1243;96.0;31/12/2024 03:39;v1.7.2
2101;1;;05/06/2025 17:34;1713;000101;765411;DirectOrder;WEB;;True;3803;False;NOW;TAKEOUT;EPADOCA;;DELIVERED;18;821;102.9;19/06/2025 00:37;v2.6.3
2102;1;;25/08/2024 00:19;1888;000102;765411;IfoodBridge;POS;;True;3803;False;NOW;DELIVERY;EPADOCA;;DELIVERED;15;1603;74.43;02/09/2024 08:01;v2.1.1
2103;1;;23/12/2023 01:20;1089;000103;765411;KDSPro;POS;;True;3803;False;NOW;DELIVERY;EPADOCA;;DISPATCHED;28;911;68.9;27/12/2023 06:45;v2.1.7
2104;1;;16/03/2025 17:53;1182;000104;765411;IfoodBridge;WEB;;True;3803;False;NOW;INDOOR;ANOTAAI;;PREPARING;13;1221;59.64;18/03/2025 10:03;v2.3.0
2105;1;;05/06/2024 06:53;1661;000105;765411;KDSPro;POS;;False;3803;False;SCHEDULED;TAKEOUT;DELIVERYVIP;06/06/2024 09:53;PREPARING;22;2070;82.07;19/06/2024 04:29;v2.9.6
2106;1;;22/10/2025 01:52;1100;000106;765411;IfoodBridge;POS;;True;3803;False;NOW;DELIVERY;IFOOD;;PREPARING;6;1713;134.63;31/10/2025 08:51;v3.4.4
2107;1;;23/06/2025 01:11;1871;000107;765411;IfoodBridge;WEB;;True;3803;False;NOW;INDOOR;99FOOD;;DELIVERED;26;1505;36.39;02/07/2025 22:57;v2.1.5
2108;1;;18/11/2023 12:21;1496;000108;765411;IfoodBridge;POS;;True;3803;False;NOW;INDOOR;99FOOD;;DISPATCHED;12;797;64.79;30/11/2023 01:09;v1.9.2
2109;1;;16/02/2025 02:18;1646;000109;765411;IfoodBridge;APP;;True;3803;False;NOW;INDOOR;SITE;;DELIVERED;12;1345;27.8;25/02/2025 08:05;v2.2.3
2110;1;;25/01/2024 03:51;1089;000110;765411;CannoliEngine;APP;;True;3803;False;NOW;TAKEOUT;IFOOD;;DELIVERED;20;1368;92.02;07/02/2024 03:14;v1.1.4
2111;1;;10/03/2024 22:07;1843;000111;765411;KDSPro;APP;;True;3803;False;NOW;DELIVERY;IFOOD;;DISPATCHED;24;2343;67.0;16/03/2024 13:09;v3.5.6
2112;1;;07/03/2025 22:56;1919;000112;765411;CannoliEngine;WEB;;True;3803;False;NOW;DELIVERY;DELIVERYVIP;;CANCELLED;20;790;115.14;14/03/2025 16:19;v1.6.1
2113;1;;06/08/2024 13:28;1463;000113;765411;DirectOrder;APP;;True;3803;False;NOW;DELIVERY;99FOOD;;CANCELLED;33;1138;82.07;17/08/2024 05:57;v2.7.9
2114;1;;24/10/2024 16:28;1720;000114;765411;DirectOrder;WEB;;True;3803;False;NOW;DELIVERY;EPADOCA;;CANCELLED;9;1321;117.29;06/11/2024 06:20;v3.4.7
2115;1;;28/11/2024 12:00;1286;000115;765411;KDSPro;APP;;True;3803;False;SCHEDULED;INDOOR;IFOOD;30/11/2024 05:00;DISPATCHED;33;1930;63.85;04/12/2024 02:47;v2.3.5
2116;1;;06/01/2024 23:22;1679;000116;765411;KDSPro;APP;;False;3803;False;NOW;DELIVERY;DELIVERYVIP;;DELIVERED;23;120;164.58;19/01/2024 19:12;v3.9.4
2117;1;;26/04/2025 13:14;1175;000117;765411;CannoliEngine;WEB;;True;3803;False;NOW;DELIVERY;EPADOCA;;DISPATCHED;30;387;86.69;29/04/2025 17:58;v2.3.6
2118;1;;08/09/2024 07:55;1211;000118;765411;KDSPro;WEB;;True;3803;False;NOW;DELIVERY;IFOOD;;DISPATCHED;20;1876;95.0;15/09/2024 18:03;v3.7.9
2119;1;;20/07/2025 01:13;1466;000119;765411;KDSPro;WEB;;True;3803;False;NOW;DELIVERY;99FOOD;;DELIVERED;16;1640;216.88;29/07/2025 15:59;v3.4.0
2120;1;;17/02/2025 20:15;1161;000120;765411;CannoliEngine;APP;;True;3803;False;NOW;INDOOR;ANOTAAI;;PREPARING;25;973;47.74;19/02/2025 18:56;v1.7.5
2121;1;;09/07/2024 07:30;1192;000121;765411;KDSPro;POS;;True;3803;False;NOW;DELIVERY;EPADOCA;;PREPARING;26;1645;82.42;22/07/2024 01:59;v1.7.4
2122;1;;04/04/2025 03:40;1177;000122;765411;CannoliEngine;APP;;True;3803;False;NOW;DELIVERY;EPADOCA;;CREATED;29;835;158.24;11/04/2025 09:57;v3.0.9
2123;1;;27/01/2026 15:20;1607;000123;765411;DirectOrder;WEB;;False;3803;False;NOW;DELIVERY;WHATSAPP;;PREPARING;14;1538;59.64;31/01/2026 00:38;v2.6.2
2124;1;;28/10/2024 09:15;1465;000124;765411;IfoodBridge;POS;;True;3803;False;NOW;TAKEOUT;DELIVERYVIP;;CANCELLED;20;1305;41.8;08/11/2024 13:43;v2.7.9
2125;1;;15/01/2024 06:53;1538;000125;765411;CannoliEngine;POS;;True;3803;False;NOW;DELIVERY;WHATSAPP;;DISPATCHED;28;60;119.64;15/01/2024 09:06;v3.9.7
2126;1;;06/10/2024 21:58;1552;000126;765411;KDSPro;WEB;;True;3803;False;SCHEDULED;DELIVERY;WHATSAPP;07/10/2024 21:58;CREATED;24;925;138.88;07/10/2024 19:53;v2.8.9
2127;1;;17/09/2025 07:55;1742;000127;765411;CannoliEngine;APP;;True;3803;False;NOW;DELIVERY;EPADOCA;;PREPARING;13;818;108.09;29/09/2025 16:24;v3.1.8
2128;1;;27/09/2024 17:09;1059;000128;765411;DirectOrder;WEB;;True;3803;False;NOW;TAKEOUT;ANOTAAI;;CANCELLED;32;1217;72.78;30/09/2024 01:23;v2.0.2
2129;1;;23/02/2025 21:53;1638;000129;765411;DirectOrder;POS;;True;3803;False;NOW;TAKEOUT;SITE;;DELIVERED;18;558;89.33;01/03/2025 08:13;v1.6.7
2130;1;;26/01/2026 11:34;1987;000130;765411;KDSPro;APP;;True;3803;False;NOW;DELIVERY;EPADOCA;;DELIVERED;20;846;87.37;31/01/2026 10:12;v2.9.0
2131;1;;06/06/2025 01:39;1377;000131;765411;CannoliEngine;POS;;True;3803;False;NOW;DELIVERY;DELIVERYVIP;;DISPATCHED;26;1832;158.14;19/06/2025 06:12;v1.4.0
2132;1;;16/08/2024 07:29;1403;000132;765411;KDSPro;APP;;True;3803;False;NOW;DELIVERY;IFOOD;;PREPARING;17;1592;180.49;27/08/2024 23:01;v1.9.9
2133;1;;30/01/2026 09:23;1915;000133;765411;CannoliEngine;POS;;True;3803;False;NOW;TAKEOUT;WHATSAPP;;DELIVERED;15;676;53.39;12/02/2026 22:40;v1.6.1
2134;1;;11/01/2026 22:39;1267;000134;765411;CannoliEngine;APP;;True;3803;True;SCHEDULED;INDOOR;DELIVERYVIP;13/01/2026 13:39;CANCELLED;22;838;32.23;15/01/2026 22:26;v1.1.9
2135;1;;14/01/2024 17:52;1019;000135;765411;CannoliEngine;POS;;True;3803;True;NOW;TAKEOUT;ANOTAAI;;PREPARING;21;1962;49.61;28/01/2024 14:00;v2.1.3
2136;1;;20/11/2025 04:45;1453;000136;765411;DirectOrder;POS;;False;3803;False;NOW;TAKEOUT;WHATSAPP;;DISPATCHED;19;1329;89.39;25/11/2025 02:45;v2.0.1
2137;1;;03/06/2025 02:40;1212;000137;765411;DirectOrder;APP;;True;3803;False;NOW;DELIVERY;WHATSAPP;;PREPARING;24;623;166.26;04/06/2025 13:46;v1.7.7
2138;1;;05/09/2025 14:09;1772;000138;765411;KDSPro;POS;;True;3803;False;SCHEDULED;TAKEOUT;SITE;07/09/2025 08:09;CANCELLED;30;1213;114.04;06/09/2025 01:39;v1.5.9
